"Statistic Label","Year","Hazardousness","Waste Category","Waste Management Operation","UNIT","VALUE"
"Waste treated","2020","Non-hazardous[NHAZ]","Spent solvents[W011]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Spent solvents[W011]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Acid, alkaline or saline wastes[W012]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Used oils[W013]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","All Waste treatment[TRT]","Tonnes","3277"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","466"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","466"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","1358"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","1453"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Recovery - recycling[RCV_R]","Tonnes","1453"
"Waste treated","2020","Non-hazardous[NHAZ]","Chemical wastes[W02A]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","All Waste treatment[TRT]","Tonnes","14624"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","12360"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","2264"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Recovery - recycling[RCV_R]","Tonnes","2264"
"Waste treated","2020","Non-hazardous[NHAZ]","Industrial effluent sludges[W032]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","All Waste treatment[TRT]","Tonnes","3082"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","3082"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","582"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","2500"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Sludges and liquid wastes from waste treatment[W033]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","All Waste treatment[TRT]","Tonnes","10"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","10"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Recovery - recycling[RCV_R]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Health care and biological wastes[W05]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","All Waste treatment[TRT]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - recycling[RCV_R]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","Recovery - backfilling[RCV_B]","Tonnes",""
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","All Waste treatment[TRT]","Tonnes","238277"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","238277"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Recovery - recycling[RCV_R]","Tonnes","238277"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, ferrous[W061]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","All Waste treatment[TRT]","Tonnes","27078"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","27078"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Recovery - recycling[RCV_R]","Tonnes","27078"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, non-ferrous[W062]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","All Waste treatment[TRT]","Tonnes","13272"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","81"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","81"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","13191"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - recycling[RCV_R]","Tonnes","13191"
"Waste treated","2020","Non-hazardous[NHAZ]","Metal wastes, mixed ferrous and non-ferrous[W063]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","All Waste treatment[TRT]","Tonnes","134157"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","1443"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","1443"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","132714"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Recovery - recycling[RCV_R]","Tonnes","132714"
"Waste treated","2020","Non-hazardous[NHAZ]","Glass wastes[W071]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","All Waste treatment[TRT]","Tonnes","1640"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","1640"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Recovery - recycling[RCV_R]","Tonnes","1640"
"Waste treated","2020","Non-hazardous[NHAZ]","Paper and cardboard wastes[W072]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","All Waste treatment[TRT]","Tonnes","8216"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","8216"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Recovery - recycling[RCV_R]","Tonnes","8216"
"Waste treated","2020","Non-hazardous[NHAZ]","Rubber wastes[W073]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","All Waste treatment[TRT]","Tonnes","9205"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","133"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","9072"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Recovery - recycling[RCV_R]","Tonnes","9072"
"Waste treated","2020","Non-hazardous[NHAZ]","Plastic wastes[W074]","Recovery - backfilling[RCV_B]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","All Waste treatment[TRT]","Tonnes","185676"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","2024"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","2024"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Recovery - energy recovery (R1)[RCV_E]","Tonnes","59768"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","123884"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Recovery - recycling[RCV_R]","Tonnes","123396"
"Waste treated","2020","Non-hazardous[NHAZ]","Wood wastes[W075]","Recovery - backfilling[RCV_B]","Tonnes","488"
"Waste treated","2020","Non-hazardous[NHAZ]","Textile wastes[W076]","All Waste treatment[TRT]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Textile wastes[W076]","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"Waste treated","2020","Non-hazardous[NHAZ]","Textile wastes[W076]","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
